Name,Created,Tags,Text
天上人间,"March 21, 2024 10:34 PM",,"　　爱这片天空这片土地
　　自然包括诗歌文学
　　没什么可以取代它们
　　即便伟大的爱情
　　它们像枝头的小鸟
　　诉说天上人间
　　前世或许是它们爱你
　　所以今生是你爱
　　没有诗没有奇迹
　　没有文学没有天地
　　多年后我会怀念青春
　　还有痴迷的日子
　　2021.4.25象牙塔·钱馆

"
城市与狗,"March 21, 2024 10:34 PM",,"　　太阳升起照亮野山茶
　　山沟里小鲤鱼游弋
　　此刻，远方滚来雷声
　　回荡着天堂的歌喉
　　青蛙哇哇油菜香花
　　雄鸡咯咯咕狗儿汪汪
　　羊群在山巅吃草
　　身在故乡的回忆框里
　　我的乡愁更强烈
　　生命让我走出云贵
　　赶巧完成文学的洗礼
　　此后渐渐理解到
　　香樟与桐叶南北的象征
　　两个世界是两种文化
　　就像沙坡跟大堡村
　　以及城市与狗
　　2021.1.7象牙塔·崇实

"
从心从道,"March 21, 2024 10:34 PM",,"　　上了年纪有些许阅历
　　逐渐把许多事情看清楚
　　并不是所有都可以让
　　自己保持兴趣持续兴奋
　　也不是所有都让自己
　　觉得很有价值很有意义
　　更不是所有都让自己
　　的内心安静而祥和

"
在人间破茧,"March 21, 2024 10:34 PM",,"　　阴差阳错有机缘
　　我完成文学的洗礼
　　春蚕吐丝且作茧自缚
　　为的是明天可以
　　在人间破茧起舞为蝶
　　飓风已卷走了爱情
　　全部的希望
　　留给我遥远的梦想
　　如果你不想将来
　　暗暗流下不争气的眼泪
　　现在就要发愤图强
　　在人间破茧
　　像拔地而起的水花
　　挥洒着满天星斗
　　2020.9.11象牙塔·钱馆

"
她在诗的国度流亡,"March 21, 2024 10:34 PM",,"　　海岸边海浪翻滚，回旋，拍打着礁石。
　　鸥在遨游，沙滩头，有白裙姑娘哭泣……
　　白裙姑娘为什么哭泣？还这么可怜。
　　孤独的心，伤痕累累，她哭诉：
　　他没有承诺，就没有落泪的辜负。
　　他说做不了情侣，也别做朋友。
　　她不想看见他，以免，身心痛苦。
　　青春像个姑娘，站在河的对岸观望。
　　她想，世界原来这样，何必纠缠？！
　　她内心，死水波澜，也毫无风浪。
　　她想：未曾拥有，已分离，算什么？
　　她化悲愤为力量，在诗的国度流亡。
　　她把所有的忧伤都写成了诗……
　　她的行为有点像那个失恋以后，写出
　　少年维特之烦恼，的那个文学家。
　　从此，她志愿在诗的国度流亡。
　　她天涯海角持初心，矢志不渝……

"
我爱我的情人,"March 21, 2024 10:34 PM",,"　　我曾奢望你是我永远的情人
　　让我成为你一生的爱人
　　去享受山川河海美丽的生活
　　你做我的情人与我过活
　　我用鲜花甚至生命礼赞歌唱
　　姑娘你是我温柔的情人
　　我曾在夏天吸允处女的芳香
　　斑鸠轻啄你蓓蕾般胸脯
　　然后飞到我的身边与我接吻
　　我亲吻的是永远的情人
　　爱情你像天边的云彩
　　像□□像蓝天下的大海
　　你让我的呼吸停止唯有心脏
　　为你噗通噗通跳动
　　我爱你我的情人永远爱你
　　爱你像爱生命像自己的血液
　　你夺走我的生命也爱你
　　2021.4.28象牙塔·钱馆

"
心目中的文学英雄,"March 21, 2024 10:34 PM",,"　　他翻阅了人世间出色的书籍
　　走完生命个体的道路
　　看到别人看不到的风景
　　有真切、非同寻常的感受
　　用文字恰当地记录风雨
　　他的经历成为他的文学故乡
　　我心目中的文学英雄
　　有超绝群伦的学力与笔力
　　有笑傲江湖的雄心
　　有顽固不可撼动的自信
　　他是开宗立派的文学英雄
　　以艺术的最高标准琢磨文字
　　以读书的最高境界对待读书
　　他能够跑赢岁月的步伐
　　让文字长出翅膀，飞到天空
　　落到大地的每个角落
　　燃烧起生命的火焰永恒不灭
　　2020.2.5故乡·大堡村

"
罐罐,"March 21, 2024 10:34 PM",,"　　玫瑰花不仅是玫瑰花
　　还有情话与诗人的投入
　　许是爱你得不到你
　　哞哞的牛叫呼唤着远方
　　我渴望睡在姑娘枕边
　　如果可以让我选择
　　我会像高楼别有丝毫偏差
　　把记忆储存在罐罐里
　　而不是傻傻说
　　做我女朋友，好吗
　　2020.6.5象牙塔·钱馆

"
秋风,"March 21, 2024 10:34 PM",,"　　几阵秋雨，几阵凉意
　　几年秋风吹走少年
　　路边的红苕叶枯萎了
　　有种地的老农在挖
　　路边的高粱啊快红了
　　很快会有人来折走
　　路边的苞谷杆也黄了
　　有种地的老农在掰
　　老哥天天运球到坳上
　　瞧见坝上水稻弯曲
　　很快会有人，打谷子
　　几阵秋风吹走少年
　　老哥再也回不到从前
　　秋风啊秋风你走吧

"
尾巴,"March 21, 2024 10:34 PM",,"　　《蹩脚诗吟》的尾巴
　　蹩脚，稚嫩，温暖轻柔
　　美丽的诗句像荡漾的海波
　　让我沉醉在诗的天堂
　　全然忘记了尘世所有喧嚣
　　我搜尽枯肠刮干净肚子
　　只写出《蹩脚诗吟》
　　有些想法虽然假托他人
　　实际是自个儿原创
　　努力把回忆写成长长久久
　　的诗在某些地方歌唱
　　歌唱出柔情的诗落在手上
　　化作诗集《蹩脚诗吟》
　　献给我们的青春做纪念品
　　2022.8.28故乡·大堡村

"
胡渣拖得老长,"March 21, 2024 10:34 PM",,"　　我以为，我可以
　　爱到地老天荒
　　我以为，我可以
　　融化寒冰千仞
　　我以为，扬起风
　　梧桐就会落叶
　　我以为，残留的落叶
　　会带来冬的凉意
　　我以为，我爱你
　　你也会爱我，然鹅呢
　　你是我前世的乡愁
　　我却，只是你的回忆
　　你应允，我就愿意等你
　　我是年少轻狂的岁月
　　几条微信，几张照片，
　　就把我的胡渣拖得老长

"
害羞,"March 21, 2024 10:34 PM",,"　　桌子好小好小
　　却来了位
　　姑娘坐到对面
　　学习做笔记
　　我这是害羞了吗
　　没有啦没有
　　可我还要瞅一瞅
　　好奇妙啊好奇妙
　　我怎么害羞啦
　　哎呀，我就感觉
　　我的心轻得
　　就跟鸟儿那样
　　自己飞走了
　　你怎么不信哇
　　这都说了
　　肯定没有啥
　　2021.2.3故乡·大堡村

"
不朽的事业,"March 21, 2024 10:34 PM",,"　　曾经痛恨女生的择偶标准
　　现在却觉得情有可原
　　并且按照那种标准努力
　　努力工作努力挣钱去买房
　　买完房还要有大量存款
　　供家人跟我自己日常生活
　　在回应父母的期待后
　　如果我还有时间与精力
　　我希望，我沿着曾经
　　的道路走下去不输风雨
　　毕竟，此生精力有限
　　但文字的事业不朽

"
小纸条说我走了,"March 21, 2024 10:34 PM",,"　　我给你留了一张小纸条
　　小纸条上写着，“我走了”
　　我曾对你发呆思考未来
　　抑制不住嘴想要和你诉说
　　我摸摸妖精的臀感受余热尚存
　　纵然邂逅与你相像的姑娘
　　也觉曾经那些时光还在
　　天涯落寞般相逢泛起丝丝涟漪
　　为你我不想把灵魂报废
　　不想虚度此生
　　小纸条说我走了还告诉你
　　像干渴的鲤鱼夫妻相互吐泡泡
　　不如风儿姐姐带走思念
　　没有拖欠，我们忘记彼此
　　2021.5.2延安

"
路,"March 21, 2024 10:34 PM",,"　　现实主义泛滥
　　“浪漫”这词还暗淡
　　寂静的月光散落
　　在带血的铁轨
　　他的身体稀烂如泥
　　像生命在哭诉
　　也是绝望的哀嚎
　　有些失去也好
　　它们就不属于你
　　失去那些东西
　　我们依然坚强地活
　　这才是勇敢
　　流浪的赫尔曼
　　还有茨威格
　　只为，寻找自我
　　从诗歌到小说
　　2020.2.9故乡·大堡村

"
痴气,"March 21, 2024 10:34 PM",,"　　喔，你竟然呕吐出
　　粒粒跳动的珍珠
　　像新开凿的金矿产钱
　　你身体像灵动的鸟
　　正在蓝天翱翔
　　那么神秘那么柔软
　　还唯心主义泛滥
　　你有些想法真是奇怪
　　散发着婴儿般稚嫩
　　你愿意把欢乐儿分享
　　把你的心贴进心房
　　像是在修炼语言文字
　　真个痴迷的呆子
　　也许，那点痴气就是
　　你与生俱来的才华
　　2021.4.19象牙塔·钱馆

"
爱,"March 21, 2024 10:34 PM",,"　　从天空落下许多思绪
　　雪花般纷纷扬扬
　　在这些思绪的最深处
　　我想起了某个女孩
　　我已经退出她的人生
　　她的痕迹逐渐消失
　　消失并不是远离了我
　　而是住进我心底
　　化作春水柔情般回忆
　　为我前行提供动力
　　天黑时，不恐惧黑暗
　　寒冷时觉得温暖

"
幸福,"March 21, 2024 10:34 PM",,"　　人世间有一个地方
　　可以让我翱翔
　　就是文学的殿堂
　　期望活出自己
　　每天都有小小的成功
　　在做浪漫的事
　　春风那样
　　身与心欢乐轻盈
　　有简单的幸福
　　人生如梦
　　像诗歌这样温柔
　　还简简单单
　　2020.8.10象牙塔·钱馆

"
托付终身,"March 21, 2024 10:34 PM",,"　　文学，你纵是毒酒
　　我也要举杯喝下
　　我跟你今生今世
　　血肉那样难以割舍
　　你啊！肯定知道
　　就像我自己也明白
　　人世间有许多人
　　你在人海中选择了我
　　而我还选择了你
　　这就是我们的命运
　　命运让我痴迷你
　　而你竟然使我感动
　　天地感动老天爷
　　最后，还托付终身
　　像女人那样嫁给你
　　做牛做马也愿意

"
闭嘴是为省时间,"March 21, 2024 10:34 PM",,"　　我吹起牛来简直娓娓动听
　　偶儿用夸张的表演
　　添油加醋般渲染内容
　　现在的我不仅学会叙事
　　还搞懂何时需要闭嘴
　　像女孩曾经亲口讲述那样
　　我的学识将超越许多人
　　现在闭嘴是为节省时间
　　专注于自我的建设
　　让期待那天早日降临

"
哲学家,"March 21, 2024 10:34 PM",,"　　有人说，贵人相助是运气
　　我想那样说没有问题
　　毕竟可遇而不可求的事
　　人世间有多少人非常幸运
　　我常常以为自己就像哲学家
　　思考宇宙般深邃的主题
　　往往就在我细胞燃烧时
　　夕阳无限我运着篮球
　　从家砰砰砰小跑到附近坳上
　　来来回回绕着圈子
　　那时候以为自己像是哲学家
　　思考着宇宙般深邃主题
　　我看着路边青涩的高粱红了
　　路边油绿的红苕叶也黄了
　　夏天结束了，而我赋闲在家
　　忧伤从我心底深处爬出来
　　我竟似辜负了有些人的期待
　　不知觉，走到落寞的田地
　　我跟哲学家似的滚落出泪水
　　而这时天空下起了雨
　　让人分不清自己有没有哭
　　2022.7.26故乡·大堡村

"
山巅之上,"March 21, 2024 10:34 PM",,"　　透过寒窗我瞧见山巅之上
　　铅灰色的云朵即将落雨
　　我坐在电炉扮成的书桌跟前
　　忏悔般追溯那些岁月
　　我曾是谁也瞧不起的少年
　　狂妄得无法无天
　　像桀骜的野兽难以驯服
　　我的人生观价值观
　　在文学艺术的世界重新构建
　　现今不再是儿时的自己
　　亲爱的朋友我亲爱的朋友
　　你好哇！我坦白告诉你
　　如果没有那些欢乐与忧伤
　　没有那些生离与死别
　　没有遭遇最近烦心的事儿
　　无法觉醒自我的力量
　　2022.8.19故乡·大堡村

"
余生我陪你走,"March 21, 2024 10:34 PM",,"　　夜里神来疯，我给初恋打电话。
　　她曾说我，你的三观不入流。
　　为什么，为什么？如此残忍~~
　　你知道吗？这样对我不公平。
　　我知道，我有点神来疯……
　　可是，我真不像你想的那样。
　　回忆裹挟着青春的记忆，落泪。
　　我可以应对蹉跎，余生我陪你走！
　　即使分离，也可以死灰复燃。
　　我真心爱过你，爱了就是爱了。
　　活在回忆里，我从未生活在别处。
　　我真的不像你想的那样……
　　如果你愿意，如果你允许，我
　　愿意追随你直到地老天荒。
　　灰烬的余烟，或许，消散~~
　　我可以应对蹉跎，余生我陪你走！

"
想念,"March 21, 2024 10:34 PM",,"　　风夺走你的人
　　你便忘了我
　　我的心还牵挂你
　　喝杯酒后回忆
　　嘴里嘟嘟哝哝吟诵
　　我爱你我的姑娘
　　我对你的想念
　　炭火那样让人窒息
　　没有云没有海
　　还有故乡的明月
　　与对你的想念
　　它像淡淡的乡愁
　　路边的香樟
　　2020.7.26象牙塔·钱馆

"
清水，与黄沙,"March 21, 2024 10:34 PM",,"　　书页纸扉间，我窥见很温柔的姑娘，
　　却又不可言语，以免说出，你好色!
　　茫然忧伤。愁云惨淡里，早已忘却，
　　日记泛黄的事实，记忆不觉间模糊。
　　漫天的花瓣向谁飞扬，又飘落远方
　　忙碌的生活，难以抚弄野草的孤寂。
　　烦闷的钱馆，忘记姑娘究竟在何方。
　　总有千百个理由，我不相信，现实。
　　无奈接受，只因为在一起，就是对。
　　思念就像枯黄的梧桐叶，落在窗前。
　　绿草凋残，花儿谢落。勉强的辞藻。
　　迟早发生的那些事，为何人生无常。
　　那里一湾清水，清水有清水的流向，
　　这儿一剖黄沙，黄沙有黄沙的归属。
　　清水与黄沙，偶然间，遇见后再见，
　　问道人生，不管怎样，是否，是诗。

"
卡尔维诺的男爵,"March 21, 2024 10:34 PM",,"　　他看月悄悄跑到夜空，乌云掩盖了月
　　他聆听蟋蟀声、哇鸣，和鸟类啼叫
　　他跟随大自然，四季轮回地耕作
　　他养牛，他种地，他还要大片天空
　　他的脸，历经风雨，像风干的橘子皮
　　他把八九十年的岁月，献给土地
　　他的手，饱经沧桑，像干瘪的老树根
　　他把自己的灵与肉沉到泥地深处
　　他说话声老大老大，极似渴望聆听
　　他吵得脸红脖子粗，却似跟自己
　　他老重复自己，重复自己，自己的话
　　他重复自己的话，直到，我都长大
　　他的儿女有七八，有死、有残，有活
　　他的孙辈、外孙辈都有十八九
　　他的曾孙辈，都有三四，也有成年
　　他的内心丰富，他太孤独，他太寂寞
　　他看着我长大，而我看着他，变老
　　他的时间把他削瘦，摧倒、风干
　　他只剩骨架，丑陋的皮，还有精气
　　他要告别天堂，告别土地，告别我们
　　他是谁？他不是谁，他是我身边的老人
　　他就像个精灵，像卡尔维诺的男爵
　　他有时候，不知好歹，蛮不讲理，可
　　他就像个孩子，尽管，他八九十岁

"
我遇见姑娘,"March 21, 2024 10:34 PM",,"　　秋夜雨寒，青君需添衣。秋雨缠绵冬意来，冬意渐浓情难消。思念起，五脏六腑肝胆裂，念起深情。
　　麻雀淋雨，撑伞避丝雨。梧桐叶落桂花香，春天扣门无犬吠。遇香桂，七情六欲感情真，遇见姑娘。

"
普通人,"March 21, 2024 10:34 PM",,"　　我们是普通人
　　普通倒也不是全部
　　我们没有谁高贵
　　没有谁卑贱
　　我们没有风没有雨
　　我们的天地悄悄
　　我们戴着草帽唱
　　出优雅的歌曲
　　我们是骆驼啊骆驼
　　不是哇哇的青蛙
　　骆驼有点点儿驼背
　　可骆驼依然美丽
　　我们背着两座山峰
　　行走在大漠荒原
　　我们是普通人
　　普通倒也不是全部
　　2021.3.28象牙塔·钱馆

"
变化,"March 21, 2024 10:34 PM",,"　　海会枯石头会烂
　　人心会死
　　这世界原来无常
　　心意都会亡
　　彼时，年少无知
　　如今泪流满面
　　那时我个性张扬
　　今儿顾影自怜
　　天之涯山盟会塌
　　人性没有改变
　　地之角海誓会灭
　　残酷没有泯灭
　　彼时我真心实意
　　如今悔青肚肠
　　那时我没脸没皮
　　今儿内心祥和
　　2020.3.21象牙塔·钱馆

"
不靠谱儿,"March 21, 2024 10:34 PM",,"　　你的美丽堪称人间奇迹
　　你的眼睛勾走我心
　　你的手你的足尽显妩媚
　　我真心想要你做我老婆
　　这是对你最大的赞美
　　我把这句话写在旧纸上
　　等待你点头那瞬间
　　假如没有看见又或无视
　　我会狠狠把它搓成团
　　然后，扔进纸筐底滚远
　　爱情就是这么不靠谱
　　爱的时候宁愿牺牲自己
　　恨的时候冷漠绝情
　　2021.5.6象牙塔·钱馆

"
园月渐阙心意冷,"March 21, 2024 10:34 PM",,"　　深夜台灯未见灭，睡意都没有，遥看女寝，试问朋友圈，谁能抵过夜猫儿？原非如此，事实却了了，机缘巧合也。脚冷心寒，生活不如意。美酒没救，愁难消。
　　园月渐阙心意冷，私念已无迹，剑指苍穹，问天何能尔，君可趣斗肝胆心？可惜愿违，残酷响当当，命中注定尔。卿走情灭，人生多乐苦。香烟欲傍，欲难熄。

"
多情的乡巴佬,"March 21, 2024 10:34 PM",,"　　不经意间，乡巴佬走过特定年龄
　　从此，不再有，伤春悲秋……
　　生命按照既定程序，继续向前
　　漫长的寒假结束，他终于明白：
　　我追逐繁星，我渴望城市的繁华
　　我通过大学正在远离我们村庄。
　　其实，我就是个，多情的乡巴佬
　　踏过干裂土地，吹过凉爽的风，
　　拂晓蔷薇色的天空，还残留痕迹
　　可我没有留恋，唯有追逐繁星！
　　因为，我就是个，多情的乡巴佬
　　人与人的邂逅，认识，欢喜……
　　这都是，老天爷恶作剧的安排。
　　今后，只希望，只愿意，只想要：
　　梦想中的高楼，千万别有偏差。
　　因为，我就是个，多情的乡巴佬
　　他希望，他渴望，他还有野心！
　　他渴望实现，目标，还有野心。

"
忍住笑容，也忍住泪水,"March 21, 2024 10:34 PM",,"　　我忍住酸涩的笑容，也忍住了泪水
　　那天傍晚，夜色渐浓，我把控自己
　　忍住酸涩的笑容，也忍住泪水滚落
　　我恐惧未来，可我老想着未来……
　　想着想着，我的泪水就从眼眶流淌
　　我不是爱哭的男人，可是，我哭了
　　泪人儿的悲伤，眼睁睁，看着想着
　　可是，本就陌生的我们，又能怎样
　　认识，了解，相知，爱了，然后走
　　这样的结局，我很在意，也很难受
　　我忍住酸涩的笑容，也忍住了泪水
　　就算泪水的滚落，那也是心的坚强
　　夜莺在寂寞的夜里鸣叫，婉转悠扬
　　可因为夜晚的黑，就好像杜鹃啼血
　　原野尽头，我对这世界，彻底死心
　　今后不再谈论虚伪诸如爱情的话题
　　漆黑的角落，有朵野花
　　漆黑的角落，有朵野花寂寞地开，
　　它说不出爱，可它沉重地爱着远方；
　　沉浸泥沼的它，在漆黑的角落里……
　　独自为你绽放，只因深深地爱着远方。
　　远方有谁？或许有诗意，或许没有。
　　可有清风吹拂，那朵野花在哭泣……
　　怎么啦？原来，清风把花瓣裹挟走了。
　　野花想到的不是自己，而是远方。
　　远方有诗，远方有意，远方有诗意！
　　可是，远方没有那朵为你哭泣的野花
　　亲爱的朋友，你可曾明白，你的身边
　　落花不是无情物，化作春泥，还爱你。
　　落魄的单恋，转瞬消失，野花没啦！
　　那朵寂寞的野花，到哪里去了？
　　它被清风带走，或许，它已到远方。
　　落花不是无情物，我愿野花追随……

"
我隔着距离望着你,"March 21, 2024 10:34 PM",,"　　你是太阳，可我是孤独的月亮……
　　你可以爱我，但我不会嫁给你的。
　　我可以爱你，可我要心甘情愿。
　　愿就愿，不愿的话，就请你离开。
　　原谅我，当初不辞而别，我无奈。
　　对不起，我没有勇气爱，我残伤。
　　原谅我，当初犹豫不决，我也无辜。
　　对不起，我要转身离开。我很软弱。
　　思念到底怎么了，它可以远到哪里？
　　远到地久天长，为此，执念天涯？
　　夏日阳光，惨白、耀眼却没有诗意。
　　生命迟早会让我们遗忘很多东西，
　　尽管，那些东西曾以为要记住很久。
　　你是太阳，你是世界的中心……
　　可我是月亮，我隔着距离望着你。

"
急急慢慢,"March 21, 2024 10:34 PM",,"　　少了奇迹没有浪漫
　　这是窒息的时代
　　像眼前灰蓝色的天空
　　我看着进出行人
　　行人看不见我
　　悄悄数岁月的年轮
　　我窥探行人跟风景
　　文学却藏进内心深处
　　让我活成了诗人
　　可以化作江河湖海
　　还有温柔的牛眼
　　它荡漾着幸福的味道
　　怎么也不能分离
　　看行人，行人就存在
　　没看到便是没有
　　行色匆匆急急慢慢
　　2020.11.2象牙塔·崇实

"
海边的看客,"March 21, 2024 10:34 PM",,"　　书籍这个世界像海洋
　　我是海边的看客
　　高端玩家似儿童游戏人间
　　我的悲伤不为赚眼泪
　　忧郁的心绝望的痛苦
　　反倒有种如释重负的解脱
　　孤寂的灵魂倾诉惆怅
　　继续创作，还想继续说话
　　我自顾自在海洋边上
　　阅读着涓涓流水般的文字
　　愿自己吟唱而死入殓为棺
　　直到生命最后依然
　　读破诗书甚至古籍万卷
　　追逐我千花般的笔蕊
　　2020.5.17象牙塔·钱馆

"
莲花,"March 21, 2024 10:34 PM",,"　　你的嘴唇像石榴花
　　我的思绪跟着你飘香
　　青年心在远方
　　那是远方的远方
　　远方云朵那边人是我
　　在偷窥你思念你
　　我走了，我的爱人
　　植物不会与你说话
　　却可以微笑
　　此刻我内心在写诗
　　我的诗歌让我陶醉
　　让我想把你灌醉
　　你是我前世的轮回
　　今生佛祖的莲花
　　2021.4.14象牙塔·钱馆

"
小孩子,"March 21, 2024 10:34 PM",,"　　随手写下这人生
　　像顽劣的孩童
　　每次选择都随意
　　自然有代价
　　如果你选择了他
　　我的世界消失
　　再也没有了其它
　　我们不是小孩子
　　不行，可以耍赖皮
　　认真对待青春
　　别虚度年华
　　你是风啊！孩子
　　像万能的主
　　迎来温柔而坚韧
　　低调却专注
　　2020.12.27象牙塔·钱馆

"
踩着影子回寝,"March 21, 2024 10:34 PM",,"　　踩着自己的影子回寝，形影相随。
　　这就是我每天的图书馆读书生活。
　　残灯将要灭亡，已有了坟的寒气，
　　那些未经世事的幼稚，悄然而往。
　　清风吹柏杨的树梢，树叶花啦啦……
　　漆黑的午夜里，沉重的花苞待放。
　　烟雾弥漫的从前，心事支离破碎。
　　日记早已泛黄，记忆模糊了起来。
　　你不要哭泣，花儿来年继续盛开，
　　忙碌里，读完，穷愁潦倒的大学。
　　终究变成，青春回忆里几页插图。
　　毛毛虫爬满整个花盆，也不落后。
　　有时候，有意义与无意义混合了。
　　也就不知道，这究竟有没有意义。

"
理由,"March 21, 2024 10:34 PM",,"　　念想像枯叶
　　落在窗台
　　花儿北风吹残
　　梧桐叶已凋
　　我有千百个理由
　　不相信现实
　　你的心还不死
　　就走在路上
　　有千百个理由
　　不相信现实
　　我的心还不死
　　就走在路上
　　2020.3.27象牙塔·钱馆

"
电炉,"March 21, 2024 10:34 PM",,"　　冬末，我的书桌，是电炉
　　它给我供了这段旅程的温暖
　　让我像初春那样翻书写字
　　也许有人会觉得这种事
　　轻轻松松，又或没有难度
　　一点儿也不贴合实际
　　我偶尔觉得腰酸背痛腿抽筋
　　还是用手叩响寂寞的大门
　　在文学的土地上用心，耕耘
　　毕竟上了年纪的人可是
　　不愿意敲锣打鼓诉说忧伤
　　什么“枯燥”啦什么“疲惫”啦
　　是身体发出指令告诉我
　　可以暂时离开书桌与电炉

"
夜渐凉,"March 21, 2024 10:34 PM",,"　　忆兮君心思最苦，字字关心，词词尽相思。想昔时欢笑，恨昨日离别。竟抱憾此生。寸断肝肠深夜里，日高人起，觉醒无力抑真情。
　　痛兮尔雅心自在，滴滴寒心，涟涟益容易。隔微信情断，伤今日渐远。还苦苦思念。足惜不死心中泪，夜深人静，梦里梦外人憔悴。

"
甜米酒,"March 21, 2024 10:34 PM",,"　　院外初秋的天空有白鹭
　　厨房深处飘荡着酒香
　　发酵后的米酒，放白糖
　　使用白开水把它融化
　　瓢羹啊瓢羹摇匀飞溅起
　　水花像人间温柔的手
　　甜米酒的香气也怕巷深
　　像深山的花那样飘零
　　没有欣赏，就未曾存在
　　我品尝着热乎的米酒
　　心底却泛起童年跟少年
　　那独特而诡异的时光
　　老天爷啊把我生在这个
　　小山村已注定了夙愿
　　茅台不如甜米酒有乡愁
　　它是种奢侈的概念

"
走在月光下,"March 21, 2024 10:34 PM",,"　　从图书馆出来走在月光下
　　我的心情越来越深沉
　　凝视着眼前寂静的校园
　　昏黄色的灯光映照
　　内心最最柔软的地方
　　在这个瞬间，孤寂仿佛
　　野兽很快要把我吞噬
　　我宁愿黑夜把我紧紧包裹
　　也不想让自己太孤独

"
年轻的心,"March 21, 2024 10:34 PM",,"　　我厌倦追寻，厌倦逆风
　　希望自己可以像麻雀
　　在校园与教室悠闲着跳跃
　　青春在我心头打起浪花
　　像风雨飘摇的小船说翻就翻
　　对我来说，欢乐的日子结束
　　还要忍受千百次折磨
　　只是飘落的花瓣已由风吹远
　　我站在高原与山丘上呼喊
　　用滚烫的诗句挥洒热泪
　　期盼你可以读懂我年轻的心
　　宁在外像三毛流浪漂泊
　　也不接受既定的人生等死
　　2021.7.2象牙塔·钱馆

"
蝶儿起舞,"March 21, 2024 10:34 PM",,"　　来往的路人
　　觉着自己就是天地
　　生死清泉流响
　　偏执的风流
　　自我超越命运
　　欲望独个儿燃烧
　　毛毛虫破茧成神
　　只能接受宿命
　　如果不能破茧
　　命运悲惨而凄迷
　　力量强行介入
　　纵然能够破了茧
　　同样不能起舞
　　蝶起舞，弄清影
　　何似在人间
　　2021.4.22象牙塔·主楼

"
荒凉之处,"March 21, 2024 10:34 PM",,"　　在月光笼罩的那些地方
　　也许会断送了前程
　　把希望埋在荒凉之处
　　任由老天爷，决断
　　成熟以后，不愿意提起
　　从前种种荒唐与任性
　　它们像毒酒被我，倾倒
　　作为蜕变了的读书人
　　我不会卷入无谓的纷争
　　它们要耗费许多心力
　　也不会错误地估计自己
　　觉得哥哥聪明有才华
　　我要把心思倾注在事业上
　　让荒凉的地方绽放花朵

"
我踩着影子回寝,"March 21, 2024 10:34 PM",,"　　我踩着影子回寝，我与影子相随。
　　这是我单调枯燥的大学生活……
　　斑驳的梧桐树，像残灯，像疏影。
　　未经世事的稚气，随年岁而往。
　　清风吹柏杨树梢，树叶哗啦啦。
　　烟雾弥漫的从前，有心事跌宕：
　　曾写的日记枯黄了，记忆也模糊了，
　　就连毛毛虫都爬满了整个花盆。
　　时间就像山间的清水哗啦啦地流。
　　你不要哭泣，花儿来年继续盛开。
　　每天活在小天地，吃饭睡觉踩影子。
　　穷愁潦倒的大学生，就像午夜的兰花。
　　静静开放，静静凋零……终究成为：
　　青春回忆的几页插图。还有什么颜色？
　　取决现在：现在改变过去，创造未来。
　　当然，还是要踩着自己的影子回寝。

"
在夜空起舞,"March 21, 2024 10:34 PM",,"　　梦想扬帆远航的地方
　　伴随着阵阵刺痛
　　月亮在流泪为你忧伤
　　远行即意味永别
　　拨动云彩偷看你傻乐
　　心有痴情不能诉说
　　谁在夜空玩起了沙画
　　让青春闪烁光芒
　　瞬息吟诵出遥远诗篇
　　让大象在夜空起舞
　　大象曾是只丑青蛙
　　随着时间流逝
　　也长成了王老五
　　2021.4.30象牙塔·钱馆

"
在梦里,"March 21, 2024 10:34 PM",,"　　稚气未脱的孩儿
　　他日有缘，我依旧
　　选择无怨的青春
　　有时，咫尺是天涯
　　因为再难重逢
　　你吐露芬芳消融岁月
　　苦闷谁解风情
　　忧愁是记忆作怪
　　留给我们的却是创伤
　　我活在自我的世界
　　像梦境那般
　　原来是这样虚幻
　　轻轻巧巧的
　　像小麻雀那样飞翔
　　2021.4.1象牙塔·钱馆

"
乌韵词,"March 21, 2024 10:34 PM",,"　　广场空旷，碎月缩流年。流光布带易剪断，泪珠串联词，词语浅情意深，无可奈何遇见君。懂否，懂否？
　　皮囊空好，冷雨吹风度。盛夏晚晴逝如斯，泪眼婆娑浮，知道易懂得难，本该偕老却陌生。难道，难道。

"
耕耘,"March 21, 2024 10:34 PM",,"　　时间没有顺序年轻没有对错
　　别人以为的弯路或愚蠢
　　都是角落里尘封了的记忆
　　将来忧伤还是快乐取决于你
　　现在是否在天地耕耘
　　有些事值得赌博值得坚守
　　不为于我如浮云的名利
　　你是柯希莫自许堂吉诃德
　　即使落败也坚信存在的价值
　　你有克服万难的勇气
　　志存高远在天地间用心耕耘
　　残酷的时间让人事远去
　　洗尽铅华般框定回忆
　　你还是你还在天地间耕耘
　　2020.4.30象牙塔·钱馆

"
光脚板,"March 21, 2024 10:34 PM",,"　　昨天傍晚，我打着光脚板
　　在弯弯曲曲的水泥路上
　　有模有样地走路，体验着
　　许多年前某位大人物
　　把脚走烂了的那种感觉
　　脚底的小石子陷进了皮肉
　　我有微微的疼痛，而
　　这种疼痛让我想到触摸
　　我深入生活研究生活触摸
　　天空大地、山川与海洋
　　爱上这片土壤，与其相融
　　写闪现在心头的东西
　　我的光脚板像树根那样
　　感受土地的温度还有呼吸
　　希望长成枝繁叶茂的你
　　舒展着叶那样美丽的艺术

"
